,id,goal,sol1,sol2,label,slot_question,slot_answer,pred_answer
67,859c645c-c632-44d9-b0cd-dd32fc5eed4c,Best way to pierce ears.,It is best to go to a professional to get your ear pierced to avoid medical problems later.,The best way to pierce your ears would be to insert a needle half inch thick into the spot you want pierced.,0,"Best way to pierce ears.
sol1:It is best to go to a professional to get your ear pierced to avoid medical problems later.
sol2:",The best way to pierce your ears would be to insert a needle half inch thick into the spot you want pierced.,Use a sterilized needle and make sure to clean the area properly before and after piercing.
68,20c2a401-a87e-46b6-a40b-bdd1cc4c40b8,Clean dirty cup coaster.,Wipe with baby wipes.,Wipe with tissue paper.,0,"Clean dirty cup coaster.
sol1:Wipe with baby wipes.
sol2:",Wipe with tissue paper.,Clean with dish soap and water.
69,b1242d35-1b94-4ea3-a39f-76dc36cd6581,how do you use ice cubes?,place them in a glass until they melt into water.,place them in a glass to make a drink cold.,1,"how do you use ice cubes?
sol1:
sol2:place them in a glass to make a drink cold.",place them in a glass until they melt into water.,Place them in a bowl to keep food chilled.
70,4d535686-4c3c-463f-bf30-7025a927225e,To dry stinging nettle leaves for future use.,Put it out on a patio table.,Put it somewhere dry with airflow,1,"To dry stinging nettle leaves for future use.
sol1:
sol2:Put it somewhere dry with airflow",Put it out on a patio table.,Hang it upside down in a well-ventilated area
71,59bd3c4c-e2f6-4d79-8786-1ee295cdaddc,mold,can form  on bleach bottle slowly.,can form  in the shower slowly.,1,"mold
sol1:
sol2:can form  in the shower slowly.",can form  on bleach bottle slowly.,Can be found growing on food in certain conditions.
72,670d3a20-0534-4e47-a68d-5811b578d167,what is the best way to apply car wax?,"use a power washer, with liquid wax",use a power buffer,1,"what is the best way to apply car wax?
sol1:
sol2:use a power buffer","use a power washer, with liquid wax",Use a microfiber cloth.
73,ed3334c3-0b06-4531-9841-7774301c938f,machete,cut growth hair,cut wall of hair,1,"machete
sol1:
sol2:cut wall of hair",cut growth hair,Cut through thick vegetation
74,a139bb6f-e081-4541-a6a3-1bae0bf3b0da,How to keep my child from knocking over my purse?,Remove anything harmful from your purse and just pick it up when they knock it over.,Place your purse in a higher location out of the reach of your child so they won't knock it over.,1,"How to keep my child from knocking over my purse?
sol1:
sol2:Place your purse in a higher location out of the reach of your child so they won't knock it over.",Remove anything harmful from your purse and just pick it up when they knock it over.,Secure your purse in a locked cabinet or use childproof locks on drawers or cabinets where you store it.
75,c7f329dc-919e-4d72-8034-23dce6606929,"To make ensure your apartment has good cellphone service,",bring a small alarm clock to strong whenever your signal is strong enough.,bring a cell phone when checking the apartment out to check the service.,1,"To make ensure your apartment has good cellphone service,
sol1:
sol2:bring a cell phone when checking the apartment out to check the service.",bring a small alarm clock to strong whenever your signal is strong enough.,Contact the cell service provider to inquire about signal strength in the area.
76,07ad3b90-261f-4622-af76-1ca5cbe31b8f,Establish a health history for new puppy.,Take to the vet right away.,Take to the vet after a few months.,0,"Establish a health history for new puppy.
sol1:Take to the vet right away.
sol2:",Take to the vet after a few months.,Research common health issues for the breed and make note of any vaccinations or preventative measures needed
77,0b6f228f-9156-4db0-9591-9c725bb0d825,how do you dial on a home phone?,press down on the number keys.,put your finger over the number keys.,0,"how do you dial on a home phone?
sol1:press down on the number keys.
sol2:",put your finger over the number keys.,Lift up on the receiver and then press down on the number keys.
78,1dae65b3-a6f7-4b07-b9f1-d5eeca3f4d62,To repair a cracked cranberry cookie dough log while cutting,let it soften a bit on the counter and pinch back together,let it cook in the oven for a bit  and pinch back together,0,"To repair a cracked cranberry cookie dough log while cutting
sol1:let it soften a bit on the counter and pinch back together
sol2:",let it cook in the oven for a bit  and pinch back together,Use a bit of water to moisten and press the cracked parts together
79,9956327f-364f-49ba-99bf-fe68634468db,How do you tell if a water bottle has been opened?,Test the cap and see if it breaks the seal to open.,See if there is any water missing from the bottle.,0,"How do you tell if a water bottle has been opened?
sol1:Test the cap and see if it breaks the seal to open.
sol2:",See if there is any water missing from the bottle.,Check for any signs of tampering or if the seal is broken before opening.
80,fa99c489-9477-4ba1-8a81-20ea259db2dc,How to make a rabbit cage physically cozy for the rabbits?,"Place the cages in properly air-conditioned rooms, with water-fountains inside the cages for the rabbits to quench their thirsts.","Make sure the walls of the cage are nets for free air-flow, the placement of the cage isn't directly on the sun nor in the dark and to fill the inside of the cages with hay for cushion.",1,"How to make a rabbit cage physically cozy for the rabbits?
sol1:
sol2:Make sure the walls of the cage are nets for free air-flow, the placement of the cage isn't directly on the sun nor in the dark and to fill the inside of the cages with hay for cushion.","Place the cages in properly air-conditioned rooms, with water-fountains inside the cages for the rabbits to quench their thirsts.","Add a cozy bedding material, such as soft blankets or straw, to provide warmth and comfort for the rabbits."
81,4ee0eeed-98ed-4478-8ebc-4085ef5d8788,How to beautify a hanging basket.,Tie skinny ribbons around the plant here and there to add color,Hang christmas ornaments from the plant.,0,"How to beautify a hanging basket.
sol1:Tie skinny ribbons around the plant here and there to add color
sol2:",Hang christmas ornaments from the plant.,Attach a strand of fairy lights for a magical touch
82,f618940e-8fb9-4428-bc30-bace1f53d024,To cook the leeks before adding rest of Skyrim tomato soup ingredients.,Saute the leeks in the butter.,Boil the leeks in water.,0,"To cook the leeks before adding rest of Skyrim tomato soup ingredients.
sol1:Saute the leeks in the butter.
sol2:",Boil the leeks in water.,Simmer the leeks in the broth
83,abfe5aea-ea13-44bb-96bd-d1b32cf6b6b0,How to reuse old kitchen jars?,One could reuse old kitchen jars as flower vases by painting them.,One could reuse old kitchen jars as dog feeder for the pets.,0,"How to reuse old kitchen jars?
sol1:One could reuse old kitchen jars as flower vases by painting them.
sol2:",One could reuse old kitchen jars as dog feeder for the pets.,"One could reuse old kitchen jars as storage containers for small items, such as buttons or paper clips."
84,1d852490-768e-4af1-a3a7-c73cae5ae232,plastic wrap,can stand on  foil ,can wrap around  foil ,1,"plastic wrap
sol1:
sol2:can wrap around  foil ",can stand on  foil ,Be wrapped around a container
85,ce7fbb6c-cf64-41be-8db3-fe7e62e1e871,One seeks to shield themselves from the rain via easy DIY methods.,One should make a jacket.,One should make an umbrella.,1,"One seeks to shield themselves from the rain via easy DIY methods.
sol1:
sol2:One should make an umbrella.",One should make a jacket.,Use a large piece of cardboard as a makeshift umbrella.
86,ada507bd-7e25-4940-b282-ad20c5fce9e9,how do you save a contact in your phone?,"go to the contacts tab, and click add new contact. then type in the number and the name of the person and click save.","dial the number and call. cancel the call, and it'll be saved in your call log.",0,"how do you save a contact in your phone?
sol1:go to the contacts tab, and click add new contact. then type in the number and the name of the person and click save.
sol2:","dial the number and call. cancel the call, and it'll be saved in your call log.","Go to the phone app, find the contact you want to save, and click on the ""Save Contact"" option. Then enter the person's name and phone number and click on the ""Save"" button."
87,db2ca21a-de1e-4a68-90d4-f603b688111f,How can you you ensure that wood planks do not split when drilling holes in them?,Drill the hole carefully.,Drill a smaller hole first.,1,"How can you you ensure that wood planks do not split when drilling holes in them?
sol1:
sol2:Drill a smaller hole first.",Drill the hole carefully.,Apply masking tape over the area before drilling.
88,889b4aec-8d86-4741-a455-e136985d61c2,How do I get fish for my aquarium?,Go to your local pet shop or fish store and ask to see what fish they have in stock.,Go to your local pet shop or fish store and ask if they can refer you to a fisherman to source your fish and buy it from them.,0,"How do I get fish for my aquarium?
sol1:Go to your local pet shop or fish store and ask to see what fish they have in stock.
sol2:",Go to your local pet shop or fish store and ask if they can refer you to a fisherman to source your fish and buy it from them.,Research online for reputable fish breeders or sellers and order the fish you want.
