,question,answer,pred_ans,ROUGE-1-precision,ROUGE-1-recall,ROUGE-1-fmeature,ROUGE-2-precision,ROUGE-2-recall,ROUGE-2-fmeature,ROUGE-L-precision,ROUGE-L-recall,ROUGE-L-fmeature
148,About what percentage of survey respondents from Mexico report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017?,31%,31%,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
149,Ross Perot makes polling history by leading the presidential race briefly in June as a third-party candidate with 39%. He winds up with _% of the popular vote.,1,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,"As of 2019, about what percentage of Turks say God plays an important role in their life?",79%,79%,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
151,Which of the following was responsible for the most death in the 20th century?,Earthquakes,Earthquakes,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
152,"What is the percentage of children aged 13-15 in the United States who reported being in a physical fight at school, one or more times during the past 12 months as of 2015?",75%,75%,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
153,"As of 2019, about what percentage of people from Turkey agree that the state is run for the benefit of all the people?",51%,51%,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
154,"As of 2015, what percentage of the global population over 15 years old was literate?",91%,91%,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
155,About what percentage of survey respondents from China report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017?,46%,46%,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
156,Which of the following causes more deaths globally each year (as of 2017)?,Diarrheal diseases,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,About how many people are infected by HIV/AIDS as of 2020?,124 million,124 million,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
158,What is the percentage of children aged 13-15 in the United States who reported being bullied at least once in the past couple of months as of 2015?,66%,66%,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
159,"As of 2019, about what percentage of South Koreans say it is necessary to believe in God in order to be moral and have good values?",25%,25%,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
160,What is the percentage of children aged 13-15 in Japan who reported being bullied at least once in the past couple of months as of 2015?,6%,E: 6%,1.0,0.5,0.6666666666666666,0.0,0.0,0.0,1.0,0.5,0.6666666666666666
161,"As of 2018, about what percentage of US adults say computer programs will always reflect human bias?",88%,88%,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
162,"As of 2017, the share of GDP spent on the military by China is about",6%,6%,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
163,"Worldwide, 30 year old men have spent 10 years in school, on average. How many years have women of the same age spent in school, as of 2020?",12 years,E: 12 years,1.0,0.6666666666666666,0.8,1.0,0.5,0.6666666666666666,1.0,0.6666666666666666,0.8
164,"As of 2017, the share of deaths in Greenland by suicide is about",3.60%,3.60%,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
165,"As of 2019, about what percentage of people from Russia says homosexuality should be accepted by society?",24%,24%,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
166,"As of 2019, about what percentage of Americans say the relationship between the U.S. and Germany is good?",45%,45%,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
167,"As of 2019, about what percentage of Americans say it is very important to have free media in our country without government/state censorship?",70%,70%,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
168,In 1987 during Iran Contra what percent of Americans believe Reagan was witholding information?,25%,25%,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
169,"World Bank data show that in 1995, the poorest 20% of households accounted for 7.5% of household income in Niger, the next 20% of households accounted for 11.8% of income, the middle 20% accounted for 15.5% of income, the second richest 20% accounted for 21.1% of income, and the top 20% accounted for 44.1% of income. What was the cumulative income share of the bottom 60% of households in Niger?",48.10%,48.10%,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
170,How many children between the ages of 5-14 worked globally as of 2012?,500 million,500 million,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
171,The percentage of children in Vietnam (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,10%,10%,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
172,The percentage of children in India (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,58%,58%,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
173,In 1935 roughly how many Americans were in favor of Social Security act?,70%,70%,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
174,"As of 2019, about what percentage of Indians say it is necessary to believe in God in order to be moral and have good values?",59%,59%,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
175,"What is the percentage of children aged 13-15 in China who reported being in a physical fight at school, one or more times during the past 12 months as of 2015?",59%,59%,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
176,The percentage of children in Ethiopia (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,18%,18%,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
177,"As of 2018, about what percentage of people from Tunisia say that having an increasing number of people of many different races, ethnic groups and nationalities in their country makes it a better place to live (as opposed to worse or no difference)?",54%,54%,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
178,What is the median international income as of 2020?,"$1,000 ","$10,000",0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
179,Before being reelected for a third term as president how many Americans approved of running a third time?,80%,80%,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
180,"As of 2019, about what percentage of Italians say it is very important to have free media in our country without government/state censorship?",86%,86%,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
181,Public spending on education in the world is about what percentage of global GDP as of 2017?,8%,8%,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
182,"Overall, the growth rate of average incomes in less developed countries between 1960 and 1995",was approximately 3.0% per year,was approximately 3.0% per year.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
183,"As of 2015, about what percentage of the world’s land area is forested?",60%,60%,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
184,The global HIV/AIDS death rate is highest for which of these age groups?,over 50,50 and above,0.5,0.3333333333333333,0.4,0.0,0.0,0.0,0.5,0.3333333333333333,0.4
185,"As of 2015, agriculture made up about what percentage of total US GDP?",20%,20%,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
186,"As of 2017, what percentage of Indians live in urban areas?",19%,19%,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
187,"As of 2013, share of people in the United States who think political parties are corrupt is",96%,96%,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
188,"As of 2020, about how much do you need to make annually to be among the richest one percent in the world?","$15,000 ","$15,000",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
189,In 1943 how many Americans believed in the Holocaust?,70%,70%,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
190,"As of 2013, share of people in the India who think political parties are corrupt is",26%,26%,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
191,"As of 2019, about what percentage of French people say God plays an important role in their life?",71%,71%,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
192,"As of 2017, the share of GDP spent on the military by the United States is about",10%,10%,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
193,"As of 2017, the share of global deaths by suicide is about",2.80%,2.80%,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
194,Many countries that became independent after World War II found that the legacy of colonialism hindered their economic development. The list of hindrances included,control of domestic commerce by foreign minority groups which had been brought in by the colonial power,control of domestic commerce by foreign minority groups which had been brought in by the colonial power.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
195,Which of the following mental disorders is most prevalent in the world?,Bipolar disorder,Bipolar disorder,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
196,"As of 2017, how many people in the world have some access to electricity?",60%,60%,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
197,Before Nixon resigned how many believed he should be removed from office?,98%,98%,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
198,A box which tells the effect of inputs on control sub system is known as,State box.,State box.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
199,Two infinite parallel metal plates are charged with equal surface charge density of the same polarity. The electric field in the gap between the plates is,double the field produced by one plate.,double the field produced by one plate.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
200,The following are the necessary requirements of an oscillator,Power stability,Power stability,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
201,The normal voltage used in directional heating is,66 KV.,66 KV.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
202,What is the name of the fluorescent material that gives red colour fluorescence?,Zinc sulphide.,Zinc sulphide.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
203,How many bits are required to store one BCD digit ?,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,Commutator in DC generator is used for,increase efficiency,increase efficiency,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
205,How many entries will be in the truth table of a 3 input NAND gate ?,9,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,Inintel 8085A microprocessor ALE signal is made high to,To latch data D0-D7 from data bus,To latch data D0-D7 from data bus.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
207,For an SCR gate cathode characteristic is a straight line of 130. For triggered source volume of 15 V and allowable gate power dissipation of 0.5 W compute the gate source resistance?,108 ohm,108 ohm,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
208,The concept of V/f control of inverters driving induction motors resuls in,reduced magnetic loss,reduced magnetic loss,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
209,"While operating on variable frequency supplies, the AC motor requires variable voltage in order to",protect the insulation.,protect the insulation.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
210,Which of the following windings are necessary in case of all dc machines?,lap winding,lap winding,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
211,Relaxation Voltage controlled oscillators are used to generate,Sawtooth wave,Sawtooth wave,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
212,The supply frequency usually employed for high frequency eddy current heating is,10 MHz.,10 MHz.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
213,Electric drive is becoming more and more popular because,it is cheaper in cost.,it is cheaper in cost.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
214,A step up chopper has input voltage 110 V and output voltage 150 V. The value of duty cycle is,0.32.,0.27.,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
215,A Binary number system has how many digits.,10,Depends on the number of bits used in the binary number system.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,"Lowest critical frequency is due to pole and it may be present at the origin or nearer to the origin, then the type of network is",Any of the above.,Any of the above.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
217,Advantages of open loop control system is/are,reliable.,reliable.,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
218,"If a Hexadecimal number needs to convert to binary. For each hexadecimal digit, there will be how many bits",2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,In a lap winding dc machine number of conductors are 100 and number of parallel paths are 10. Find the average pitch,50,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,Magnetic flux has the unit of,Tesla,Tesla,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
221,A Lissajous pattern on an oscilloscope has 5 horinzontal tangencies and 2 vertical tangencies. The frequency of horizontal input is 100 Hz. The frequency of the vertical will be,400 Hz.,400 Hz.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
222,Which of the following memories uses one transistor and one capacitor as basic memory unit,Both SRAM and DRAM,Both SRAM and DRAM.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
223,"What will be the number of lamps, each having 300 lumens, required to obtain an average illuminance of 50 lux on a 4m * 3m rectangular room?",4,4,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
224,FM stands for,frequent moderator.,frequent moderator.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
225,"In Ward-Leonard system, the lower limit of the speed imposed by",Armature resistance.,Armature resistance.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
226,An SCR has half cycle surge current rating of 3000 A for 50 Hz supply. One cycle surge current will be,1500 A.,6000 A.,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
227,Both the ALU and control section of CPU employ which special purpose storage location?,Buffers,Buffers,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
